Filename: 

Position of PCB: 
left under edge: X=0 / Y=0 

name	X-axis	Y-axis	angle	value	package	side
T43	75.7900	50.5600	315.000	CON1_0	CON1_0_EKRAN_PKG_CON1_0	top
T48	95.5000	94.2000	0.000	LAM	LAM_1_LAM_LAM	bot
T49	94.5000	90.7000	0.000	LAM	LAM_1_LAM_LAM	bot
T50	90.1000	95.7000	0.000	LAM	LAM_1_LAM_LAM	bot
T51	91.9000	94.2000	0.000	LAM	LAM_1_LAM_LAM	bot
T52	93.7000	94.2000	0.000	LAM	LAM_1_LAM_LAM	bot
T53	90.1000	94.2000	0.000	LAM	LAM_1_LAM_LAM	bot
TR1	108.2000	32.2000	270.000	H5120NL	H5120NL_H5120NL_H5120NL	bot
VD1	234.4000	68.2000	270.000	SDA004	BAV99DW_SOT363_SDA004	bot
VD2	44.3600	61.3900	0.000	ES07D	ES1D_1_DO219_ES07D	bot
VD3	42.4600	61.4200	270.000	ES07D	ES1D_1_DO219_ES07D	bot
VD4	35.6100	61.5300	0.000	ES07D	ES1D_1_DO219_ES07D	bot
VD5	40.4000	58.6400	90.000	ES07D	ES1D_1_DO219_ES07D	bot
VD6	20.9800	16.6700	270.000	BAT54C	BAT721B_SOT23_IC_BAT54C_BAT54C	top
VD7	119.8000	22.3000	180.000	APT2012CGCK	LED_1_0805_LED_APT2012CGCK	bot
VD8	119.8000	20.3000	180.000	APT2012QBC	LED_1_0805_LED_APT2012QBC	bot
VD9	120.8800	45.9300	270.000	PESD3V3U1UB	PESD12VL1BA_2_SOD523_PESD3V3U1U	bot
VD10	119.5900	45.9000	270.000	PESD3V3U1UB	PESD12VL1BA_2_SOD523_PESD3V3U1U	bot
VD11	74.7600	80.0100	180.000	APT2012CGCK	LED_1_0805_LED_APT2012CGCK	bot
VD1_2	37.2000	43.4000	90.000	ES1J	ES1J_SMA_ES1J	bot
VD1_3	48.1000	50.9000	270.000	ES1J	ES1J_SMA_ES1J	bot
VD1_4	26.3000	43.1000	90.000	ES1J	ES1J_SMA_ES1J	bot
VD1_5	20.7000	47.7000	180.000	ES1J	ES1J_SMA_ES1J	bot
VD1_7	28.4000	54.4000	0.000	ES1J	ES1J_SMA_ES1J	top
VD1_8	20.2000	54.4000	0.000	ES1J	ES1J_SMA_ES1J	top
VD1_9	35.8000	53.3000	270.000	ES1J	ES1J_SMA_ES1J	top
VD1_10	39.1000	53.4000	90.000	ES1J	ES1J_SMA_ES1J	top
VD1_19	40.9000	39.2000	0.000	1N4448WS	ES1D_1_SOD323_1N4448WS	bot
VD1_20	48.5000	43.8000	270.000	1N4448WS	ES1D_1_SOD323_1N4448WS	bot
VD1_21	29.1000	38.3000	0.000	1N4448WS	ES1D_1_SOD323_1N4448WS	top
VD1_22	18.4000	38.4000	180.000	1N4448WS	ES1D_1_SOD323_1N4448WS	top
VD1_25	12.3000	31.8000	0.000	ES1J	ES1J_SMA_ES1J	top
VD1_26	11.8000	37.5000	0.000	ES1J	ES1J_SMA_ES1J	top
VD1_27	23.8000	53.5000	0.000	ES07D	ES1D_1_DO219_ES07D	bot
VD1_28	19.1000	53.5000	0.000	ES07D	ES1D_1_DO219_ES07D	bot
VD1_37	26.7000	51.5000	180.000	ES07D	ES1D_1_DO219_ES07D	bot
VD1_38	22.1000	51.5000	180.000	ES07D	ES1D_1_DO219_ES07D	bot
VD1_47	17.5000	60.1000	180.000	ES07D	ES1D_1_DO219_ES07D	top
VD1_52	20.4000	57.9000	0.000	ES07D	ES1D_1_DO219_ES07D	top
VD1_57	39.6000	34.3000	90.000	ES1J	ES1J_SMA_ES1J	bot
VD1_58	51.4000	37.5000	180.000	ES1J	ES1J_SMA_ES1J	bot
VD2_1	7.0900	95.4000	270.000	ES07D	ES1D_1_DO219_ES07D	top
VD2_2	9.1100	98.2700	90.000	ES07D	ES1D_1_DO219_ES07D	top
VD2_5	7.1000	77.2000	0.000	CM1214A-01SO	CM1214-01ST_0_SOT23_CM1214A-01S	top
VD2_6	2.7000	77.1000	0.000	CM1214A-01SO	CM1214-01ST_0_SOT23_CM1214A-01S	top
VD2_11	21.1000	76.5000	90.000	SDA004	BAV99DW_SOT363_SDA004	top
VD2_12	23.9000	76.5000	90.000	SDA004	BAV99DW_SOT363_SDA004	top
VD5_1	83.9100	5.2000	90.000	ES1J	ES1D_1_SMA_ES1J	bot
VD5_2	80.8400	5.4000	270.000	ES1J	ES1D_1_SMA_ES1J	bot
VD5_3	215.9000	84.9000	90.000	DFLS160	ES1D_9_POWERDI123_DFLS160	top
VD5_5	98.7300	121.5700	0.000	B340A-13-F	ZHCS750_5_SMA_B340A-13-F	bot
VD5_7	80.6400	13.5400	90.000	ES1J	ES1D_1_SMA_ES1J	bot
VD5_8	80.1000	19.2000	180.000	ES1J	ES1D_1_SMA_ES1J	bot
VD5_10	79.3000	131.0000	270.000	B340A-13-F	ZHCS750_5_SMA_B340A-13-F	bot
VT1	73.6400	75.3800	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	bot
VT1_1	40.5000	41.5000	0.000	STD3PK50Z	P 223_2_DPAK_STD3PK50Z	bot
VT1_2	51.3000	42.4000	0.000	STD7NM60N	N 223_1_DPAK_STD7NM60N	bot
VT1_3	29.4000	34.1000	0.000	STD3PK50Z	P 223_2_DPAK_STD3PK50Z	bot
VT1_4	18.7000	33.8000	0.000	STD7NM60N	N 223_1_DPAK_STD7NM60N	bot
VT1_5	29.7000	40.6000	0.000	STD3PK50Z	P 223_2_DPAK_STD3PK50Z	top
VT1_6	21.8000	40.7000	0.000	STD7NM60N	N 223_1_DPAK_STD7NM60N	top
VT1_7	37.3900	37.2000	0.000	STD3PK50Z	P 223_2_DPAK_STD3PK50Z	top
VT1_8	45.0900	37.2000	0.000	STD7NM60N	N 223_1_DPAK_STD7NM60N	top
VT2_1	23.9000	106.4000	180.000	FDC6327C	FDC6327C_0_SSOT6_FDC6327C	top
VT3_1	84.1300	89.9300	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	bot
VT4_1	223.2000	47.7000	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
VT5_1	237.2300	86.5000	180.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	bot
VT5_2	231.7000	86.5000	0.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	bot
VT5_3	89.3200	5.0900	180.000	BSP317P	P 223_0_SOT223_BSP317P	bot
VT5_4	222.7000	77.5000	0.000	BSS138W-7-F	FDV303N_0_SC70-3_BSS138W-7-F	bot
VT5_5	220.4100	74.9600	0.000	BSS138W-7-F	FDV303N_0_SC70-3_BSS138W-7-F	bot
VT5_6	222.4000	91.4000	90.000	BSZ110N06NS3_G	P_SO8_0_PG_TSDSON_8_WITH_VIA_BS	bot
VT5_7	222.4000	96.6000	90.000	BSZ110N06NS3_G	P_SO8_0_PG_TSDSON_8_WITH_VIA_BS	bot
VT5_8	201.1000	99.3000	0.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	top
VT5_9	219.8000	62.8000	0.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	bot
VT5_10	109.5800	18.8900	270.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
VT5_14	138.0000	99.3000	0.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	bot
VT5_15	111.5000	125.9000	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
VT5_16	54.5000	34.2000	180.000	TC1550TG-G	FDC6303N_0_SO8_TC1550TG-G	top
VT5_22	88.8000	18.3000	90.000	IRFL214TRPBF	N 223_0_SOT223_IRFL214TRPBF	bot
VT5_29	79.6300	123.9200	180.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	top
VT5_30	110.3600	129.9700	180.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	top
VT5_31	105.0000	122.1000	0.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	bot
VT5_32	103.6000	18.8000	270.000	BSZ086P03NS3_G	P_SO8_PG_TSDSON_8_WITH_VIA_BSZ0	top
VT5_34	144.7800	98.9200	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	bot
VT5_35	76.7100	109.3500	0.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
VT5_36	101.1900	121.2300	90.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
VT5_37	99.2100	3.4200	180.000	NX3008NBKW_115	FDV303N_0_SC70-3_NX3008NBKW_115	top
X1	3.6000	51.9000	180.000	LEMO EPS.00.250.NTN	LEMO EPS_4_LEMO_EPS_00_250_HTN_	bot
X2	3.7000	83.8000	180.000	LEMO EPS.00.250.NTN	LEMO EPS_4_LEMO_EPS_00_250_HTN_	bot
X3	220.7000	67.2000	0.000	RASH722X	SW MEMBRANE_3_RASH722X_RASH722X	top
X4	178.0200	37.3300	270.000	WM7620TR-ND	WM7620TR-ND_0_0532610271_WM7620	bot
X5	3.5500	90.1100	90.000	MMCX_PLUG50	MMCX_PLUG50_ED_3_MMCX_PLUG50_RE	bot
X7	111.4000	108.2000	270.000	FH12-33S-0.5SH	089H33-000100-G2-R_089H33-00010	top
X8	242.9000	67.9000	90.000	ZX62RD-AB-5P8	MOLEX 56579-0519_2_ZX62RD-AB-5P	bot
X9	214.3600	67.9000	90.000	0526102472	FH12-18S-0_2.5SH_0526102472_052	bot
X10	121.8400	111.8100	0.000	SM06B-SRSS-TB(LF)(SN)	SM06B-SRKS-G-TB_1_SM06B-SRKS-G-	top
X11	194.1000	39.5000	0.000	SFW24R-1STE1LF	FH12-18S-0_7.5SH_SFW24R-1STE1LF	bot
X12	177.7600	98.3700	180.000	1-338070-8	2-338070-0_0_1_338070_8_RECSILK	top
X13	3.2200	45.4900	270.000	MMCX_PLUG50	MMCX_PLUG50_ED_3_MMCX_PLUG50_RE	bot
X14	45.7000	65.8000	270.000	DF11-10DP-2DS	CON10AP_1_DF11-10DP-2DS_DF11-10	bot
X15	52.1000	106.4600	270.000	DF14-15S-1.25C	FH12-18S-0_5.5SH_DF14_15P_1_25H	bot
X16	199.7000	107.6000	180.000	43045-0422	CON6AP_1_MOLEX_43045_0422_43045	bot
X17	134.6800	35.2500	0.000	DF9_31P_1V_32	DF9_31P_1V_32_DF9_31P_1V_32_DF9	bot
X18	117.0400	114.9900	0.000	U_FL-R-SMT(01)	BNC_7_U_FL-R-SMT_U_FL-R-SMT(01)	bot
X1_1	102.0000	42.8000	180.000	ST1W008S4K	ST1W008S4K_ST1W008S4K_ST1W008S4	top
Y1	97.0000	35.9000	180.000	8Y-25.000MAAJ-T	XTAL_4PIN_S_8Y-MAAV-T_8Y-25.000	bot
Y11_1	71.9500	39.4700	270.000	8Y-24.000MAAJ-T	XTAL_4PIN_S_8Y-MAAV-T_8Y-24.000	bot
